Compound,m/z,Retention time (min),kmd,pass_relfil,pass_blnkfil,average CV,median CV,pass_cvfil,pass_insource,groups,fc,max,logmax,-logp,-logq,logfc
2.10_359.2079m/z,359.207933,2.097433333,0.2079330000000254,True,True,0.0897875803530601,0.0863777500858344,True,False, 0um_Ce 250um_Ce Media insource,0.0845337541421349,410.3034655444444,2.6131051851620697,7.202533423664463,,-3.564328668381276
0.77_765.1804m/z,765.1803636,0.767066667,0.1803635999999642,True,True,0.1553554499247216,0.0552404064601872,True,True, 0um_Ce 250um_Ce Media,1.1427681692906138,347.20257621111114,2.5405829389414327,0.2033552973400124,0.193360133856042,0.19253275706234232
2.43_399.2317m/z,399.2317458,2.431933333,0.2317457999999987,True,True,0.0673999443469123,0.0479556575021427,True,False, 0um_Ce 250um_Ce Media insource,0.1302729296341233,405.61853167777775,2.6081177885874727,7.4494787389750785,,-2.9403907680036636
2.28_374.2134m/z,374.213406,2.275266667,0.2134060000000204,True,True,0.0781565181731751,0.0620095682448107,True,False, 0um_Ce 250um_Ce Media insource,0.1395974680794053,417.451810708,2.6206063491573306,7.317655169494422,,-2.8406553196894504
1.66_189.1245m/z,189.1244791,1.663933333,0.124479100000002,True,True,0.2572592564758234,0.0993814357426759,True,True, 0um_Ce 250um_Ce Media,0.0186353728095406,403.5984364777778,2.605949475130808,11.09947056760944,8.502938698085064,-5.745812508615373
2.63_197.1291m/z,197.1291318,2.631183333,0.1291318000000103,True,True,0.0300735795832507,0.0283396356086533,True,True, 0um_Ce 250um_Ce Media,0.9261864112255664,368.6207132888889,2.566579735154141,1.652679524501521,1.4641790074640195,-0.11062550454981801
4.13_415.1024m/z,415.1023882,4.1324,0.1023882000000071,True,True,0.0505059144316042,0.044482450430833,True,False, 0um_Ce 250um_Ce insource,100.0,357.53700675555564,2.553320999977512,1.7759977721740872,,6.643856189774724
2.25_274.1703m/z,274.1703106,2.2467,0.1703105999999934,True,True,0.096361112796618,0.0803282511723961,True,False, 0um_Ce 250um_Ce Media insource,0.1094882825927692,397.0968939666666,2.5988964900897886,9.895653066754065,,-3.1911516136439
0.77_282.6359n,283.6431809,0.767066667,0.6431809000000044,True,True,0.0666087986906646,0.0476971606515849,True,False, 0um_Ce 250um_Ce insource,100.0,337.5192075333334,2.528298492688163,1.6740178441071671,,6.643856189774724
2.22_293.1742m/z,293.1741949,2.218133333,0.1741948999999749,True,True,0.1065777345797901,0.0843136778532216,True,False, 0um_Ce 250um_Ce Media insource,0.0688909835812178,393.6135265111111,2.595070014526061,9.768685712450754,,-3.8595410137227075
2.34_452.2319m/z,452.2319494,2.339533333,0.231949400000019,True,True,0.2258072523392491,0.1857594048951314,True,False, 0um_Ce 250um_Ce Media insource,0.0179082607110603,392.91094524444446,2.594294127037962,9.5896011365292,,-5.803230963303815
1.99_149.0603m/z,149.0603231,1.991016667,0.060323100000005,True,True,0.173820583414744,0.2045922304278329,False,False, 0um_Ce 250um_Ce Media cv insource,0.0739145933290937,389.6044882444444,2.590623951308652,9.52382123633806,,-3.757996958759109
1.91_254.1491n,255.1563567,1.905333333,0.1563567000000034,True,True,0.0890753576474334,0.0896184196108694,True,False, 0um_Ce 250um_Ce Media insource,0.3172062356593815,388.4403540333333,2.589324341276202,7.233584967037563,,-1.6565069629802682
0.68_168.0886n,191.0778622,0.682066667,0.0778621999999984,True,True,0.4527441448316668,0.0365900995168476,True,False, Media insource,0.01,387.4932030555556,2.5882640890323807,8.284351266777993,,-6.643856189774724
