,,,0p8_B,0p8_B,0p8_B,0p8_K,0p8_K,0p8_K,0p8_M,0p8_M,0p8_M,0p8_MK,0p8_MK,0p8_MK,2p5_B,2p5_B,2p5_B,2p5_K,2p5_K,2p5_K,2p5_M,2p5_M,2p5_M,2p5_MK,2p5_MK,2p5_MK,8p0_B,8p0_B,8p0_B,8p0_K,8p0_K,8p0_K,8p0_M,8p0_M,8p0_M,8p0_MK,8p0_MK,8p0_MK
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Compound,m/z,Retention time (min),0p8_B1,0p8_B2,0p8_B3,0p8_K1,0p8_K2,0p8_K3,0p8_M1,0p8_M2,0p8_M3,0p8_MK1,0p8_MK2,0p8_MK3,2p5_B1,2p5_B2,2p5_B3,2p5_K1,2p5_K2,2p5_K3,2p5_M1,2p5_M2,2p5_M3,2p5_MK1,2p5_MK2,2p5_MK3,8p0_B1,8p0_B2,8p0_B3,8p0_K1,8p0_K2,8p0_K3,8p0_M1,8p0_M2,8p0_M3,8p0_MK1,8p0_MK2,8p0_MK3
0.918_278.13452,278.13452,0.918,1176731.0,911658.0,743833.0,565900.6666666666,577536.0,665243.6666666666,507782.0,194173.66666666666,192350.0,594285.6666666666,912869.6666666666,761132.0,1671849.6666666667,1423427.3333333333,1530112.0,782141.0,752364.3333333334,598598.6666666666,406594.0,359491.3333333333,314701.6666666667,1167123.6666666667,739463.3333333334,948690.6666666666,419338.0,643290.6666666666,1144820.6666666667,887159.0,576995.0,976907.0,338370.6666666667,289379.0,285339.6666666667,853586.0,1039717.3333333334,710259.0
0.918_285.14447,285.14447,0.918,800895.0,629628.0,482898.6666666667,781052.0,854468.0,932980.6666666666,265874.0,226902.33333333334,219675.66666666666,610868.3333333334,1045846.0,899670.6666666666,1198051.0,979512.0,1004987.3333333334,998339.0,1024262.6666666666,844508.6666666666,607820.0,494954.6666666667,408071.3333333333,1113998.6666666667,711908.6666666666,922230.6666666666,331088.6666666667,485972.6666666667,962400.3333333334,723653.6666666666,474079.0,811722.0,535429.3333333334,467610.0,437907.6666666667,684273.0,798679.0,557221.6666666666
0.918_315.16656,315.16656,0.918,92866.0,55022.333333333336,38355.666666666664,63580.333333333336,73274.33333333333,87667.0,3396.0,19558.0,17343.333333333332,66113.33333333333,118086.33333333333,92059.66666666667,116118.66666666667,115527.0,116610.33333333333,101536.33333333333,106915.66666666667,104253.66666666667,73178.66666666667,63156.0,48638.333333333336,161278.33333333334,73833.66666666667,93687.66666666667,31197.333333333332,55078.0,128781.0,129836.0,79573.33333333333,151309.33333333334,58478.0,60198.0,63132.333333333336,116984.33333333333,145013.0,82472.33333333333
0.918_330.04782,330.04782,0.918,0.0,0.0,0.0,302772.3333333333,396244.0,410238.6666666667,233932.33333333334,4953132.0,4331462.0,398383.6666666667,613526.0,356047.3333333333,4030.0,0.0,0.0,606503.3333333334,938691.6666666666,819442.6666666666,890827.6666666666,905507.3333333334,874088.0,1070636.0,889431.6666666666,984954.3333333334,0.0,0.0,0.0,456370.3333333333,217762.0,390236.0,676650.3333333334,696537.3333333334,896222.0,333277.0,351044.6666666667,293384.3333333333
0.918_531.12421,531.12421,0.918,0.0,0.0,0.0,1610609.3333333333,1748309.3333333333,1877346.6666666667,757996.6666666666,0.0,0.0,1780387.6666666667,2093578.3333333333,1692416.0,0.0,0.0,0.0,1266784.6666666667,1206756.6666666667,1152058.3333333333,0.0,0.0,0.0,1677157.3333333333,1409799.3333333333,1506496.0,0.0,0.0,0.0,325001.0,382277.0,369144.3333333333,0.0,0.0,0.0,393789.6666666667,430985.6666666667,481292.6666666667
0.918_865.24371,865.24371,0.918,0.0,0.0,0.0,779464.0,762410.0,778247.6666666666,59669.666666666664,0.0,0.0,752119.3333333334,956486.0,924620.3333333334,0.0,0.0,0.0,425821.3333333333,463253.6666666667,425321.3333333333,0.0,0.0,0.0,484250.0,575920.0,427359.6666666667,0.0,0.0,0.0,0.0,2923.6666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.919_226.0024,226.0024,0.919,118013.66666666667,93544.33333333333,95049.0,180288.66666666666,143546.33333333334,152100.33333333334,581167.6666666666,25541.333333333332,9908.0,195450.66666666666,220380.66666666666,174377.66666666666,111434.33333333333,119959.66666666667,132191.33333333334,189033.66666666666,97400.0,90351.0,65642.66666666667,29402.0,67539.66666666667,813790.6666666666,550800.0,585806.3333333334,72363.33333333333,73983.33333333333,93182.33333333333,829193.0,585197.0,1038399.3333333334,48721.333333333336,31553.333333333332,48736.666666666664,894799.0,926653.3333333334,827694.0
0.919_262.12854,262.12854,0.919,1242105.6666666667,976716.6666666666,760977.6666666666,551635.0,593621.6666666666,622871.3333333334,343976.0,223142.33333333334,198875.66666666666,555325.6666666666,885804.0,788788.6666666666,1751659.0,1591497.6666666667,1585495.6666666667,724857.0,689014.0,555876.0,466748.3333333333,386989.6666666667,327541.6666666667,1095366.6666666667,646706.6666666666,910391.6666666666,486753.3333333333,699041.0,1209074.3333333333,771753.0,507363.6666666667,855805.6666666666,359756.6666666667,306641.3333333333,294351.3333333333,747324.0,923646.3333333334,644530.0
0.919_319.03381,319.03381,0.919,42243.666666666664,15454.333333333334,16240.333333333334,302693.0,452119.6666666667,523386.6666666667,2594645.0,13414.0,10169.0,428104.0,594777.0,486249.6666666667,161543.66666666666,134638.66666666666,126060.66666666667,84496.66666666667,317481.3333333333,116989.66666666667,54574.666666666664,40475.0,29519.0,275610.3333333333,315739.6666666667,370383.6666666667,38206.0,52318.333333333336,114310.33333333333,1718772.3333333333,1416079.0,1971831.0,43782.0,35358.666666666664,10527.666666666666,1195974.0,1988029.3333333333,2037898.0
0.919_344.03873,344.03873,0.919,442693.0,235922.66666666666,265970.3333333333,169248.0,160069.66666666666,228274.0,356626.0,315444.3333333333,365035.6666666667,149446.0,270289.3333333333,147115.66666666666,874973.3333333334,460320.6666666667,642484.0,146454.66666666666,140487.33333333334,106550.66666666667,324099.0,384187.3333333333,288868.3333333333,174933.0,112315.33333333333,132798.33333333334,269481.0,274070.0,685597.6666666666,62027.0,97102.33333333333,99861.33333333333,279394.0,156597.0,321846.0,223367.0,369555.3333333333,334344.3333333333
0.919_368.02234,368.02234,0.919,36254.666666666664,4764.333333333333,23361.333333333332,241338.66666666666,242555.66666666666,293628.6666666667,123916.66666666667,61760.333333333336,69520.66666666667,276766.3333333333,318996.0,247927.0,143539.66666666666,69308.0,108269.0,199024.0,163539.33333333334,150433.66666666666,50464.0,66925.33333333333,61846.333333333336,271920.3333333333,198830.33333333334,223824.0,52211.666666666664,46862.333333333336,134789.66666666666,12799.666666666666,38892.666666666664,28956.333333333332,57498.666666666664,23795.0,66045.0,48003.333333333336,123167.66666666667,106524.0
0.919_548.21948,548.21948,0.919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4782.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49491.666666666664,39731.666666666664,43398.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3062.0,0.0,138356.66666666666,138956.0,209165.66666666666,0.0,0.0,0.0
0.919_571.11194,571.11194,0.919,0.0,0.0,0.0,269041.6666666667,296738.0,331620.6666666667,632851.3333333334,0.0,0.0,260538.66666666666,274842.6666666667,307305.3333333333,0.0,0.0,0.0,202094.33333333334,247552.0,181323.66666666666,0.0,0.0,0.0,262309.3333333333,298167.0,331690.0,0.0,0.0,0.0,340039.0,302471.3333333333,293420.6666666667,0.0,0.0,0.0,233626.0,269503.3333333333,341482.0
0.919_603.98096,603.98096,0.919,0.0,0.0,0.0,244458.66666666666,288296.0,277110.6666666667,63513.0,13979.666666666666,10805.666666666666,357085.6666666667,333461.6666666667,334161.6666666667,0.0,0.0,0.0,227672.0,174854.66666666666,196124.66666666666,98584.0,122077.0,117719.0,227004.66666666666,281699.6666666667,233665.0,0.0,0.0,0.0,64215.666666666664,30894.0,57767.666666666664,12040.666666666666,3468.3333333333335,12610.666666666666,40000.666666666664,24194.333333333332,31448.333333333332
0.919_681.20862,681.20862,0.919,0.0,474.0,0.0,206316.33333333334,140649.66666666666,179934.33333333334,14389.0,0.0,0.0,220423.33333333334,221180.66666666666,116694.0,0.0,0.0,0.0,112488.66666666667,152858.33333333334,112700.33333333333,0.0,0.0,0.0,43982.666666666664,151847.33333333334,51639.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.919_703.04797,703.04797,0.919,0.0,0.0,0.0,126452.66666666667,121402.33333333333,144721.66666666666,0.0,0.0,0.0,144413.0,163006.66666666666,174918.33333333334,0.0,0.0,0.0,84770.0,58085.666666666664,75398.0,0.0,0.0,0.0,72726.0,85929.66666666667,141116.33333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.91_251.07603,251.07603,0.91,0.0,0.0,0.0,367860.3333333333,360440.6666666667,405791.3333333333,0.0,0.0,0.0,267306.0,428511.3333333333,368443.0,0.0,0.0,0.0,380199.6666666667,464726.3333333333,334985.6666666667,0.0,0.0,0.0,579130.3333333334,450803.3333333333,510870.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.921_150.05841,150.05841,0.921,9795322.666666666,7128092.666666667,5336982.666666667,172176.33333333334,250380.66666666666,250912.0,502953.0,118477.66666666667,33388.333333333336,208716.66666666666,252654.66666666666,240081.33333333334,13366438.0,11714337.666666666,11912925.666666666,148054.0,291367.0,223761.66666666666,49999.333333333336,59059.0,45304.666666666664,115369.33333333333,138007.33333333334,148067.66666666666,3861676.6666666665,5646772.666666667,10181640.333333334,3179789.0,2064353.6666666667,3014879.3333333335,77082.66666666667,45775.333333333336,95120.33333333333,1450407.0,2108546.0,1556376.3333333333
0.921_247.12871,247.12871,0.921,3677904.6666666665,2438499.6666666665,1827494.3333333333,372294.0,382928.0,451386.6666666667,507735.0,21313176.0,20205252.666666668,348495.6666666667,623235.6666666666,464203.6666666667,5249773.0,4387446.666666667,4519817.0,757523.6666666666,1458961.0,1236929.0,15605250.0,16740369.0,14936377.0,555163.6666666666,351370.6666666667,527795.3333333334,1621042.3333333333,2409651.6666666665,4351380.0,5424036.666666667,1662718.6666666667,1432310.0,8532710.333333334,7398988.666666667,8296523.666666667,516356.3333333333,759564.0,537809.6666666666
0.921_687.08209,687.08209,0.921,0.0,0.0,0.0,530562.3333333334,463024.0,500460.0,0.0,0.0,0.0,608891.6666666666,662060.6666666666,653579.3333333334,0.0,0.0,0.0,408606.0,274702.0,293768.6666666667,0.0,0.0,0.0,352406.0,379550.3333333333,474357.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.922_301.15082,301.15082,0.922,129202.66666666667,111303.66666666667,65236.666666666664,120983.0,131930.33333333334,140767.66666666666,119836.33333333333,98046.66666666667,98044.66666666667,88028.33333333333,166773.0,154271.33333333334,323482.3333333333,301062.6666666667,282134.0,150761.0,187046.33333333334,123417.66666666667,254167.0,272785.6666666667,201335.33333333334,154689.33333333334,110942.33333333333,129704.33333333333,87229.33333333333,135255.33333333334,296310.0,259530.33333333334,168072.0,288858.6666666667,274439.3333333333,273513.0,213426.66666666666,200208.33333333334,214303.66666666666,139530.0
0.922_364.065,364.065,0.922,41526.666666666664,1800408.6666666667,1897960.0,390462.0,361134.6666666667,375310.0,636776.0,2825112.6666666665,2930623.3333333335,370360.0,343867.0,375918.3333333333,3315614.0,2172242.6666666665,1254064.0,282081.6666666667,311929.6666666667,249907.33333333334,2745444.0,3175771.6666666665,2470350.0,353792.6666666667,371015.3333333333,377224.3333333333,2208572.6666666665,1695198.0,4574878.666666667,267652.6666666667,374080.6666666667,560795.0,2300277.6666666665,1150559.6666666667,2134757.3333333335,939410.6666666666,1489121.3333333333,1384899.0
0.923_266.07458,266.07458,0.923,143266.66666666666,189953.0,133786.66666666666,89429.0,95922.66666666667,109713.0,8668.333333333334,40158.0,55552.333333333336,27296.0,54248.0,62711.666666666664,365801.3333333333,357942.6666666667,363207.6666666667,126422.0,64589.333333333336,68418.0,139255.66666666666,124083.33333333333,92272.66666666667,33850.333333333336,14106.0,26966.333333333332,107141.33333333333,188174.33333333334,371900.3333333333,145007.66666666666,93004.0,161201.66666666666,113922.33333333333,91648.33333333333,82421.0,219456.0,125841.66666666667,88526.0
0.924_1382.33252,1382.33252,0.924,5847.666666666667,0.0,0.0,495769.3333333333,376770.0,382343.6666666667,78165.0,0.0,0.0,425162.3333333333,455715.0,339187.3333333333,0.0,0.0,0.0,233773.66666666666,351840.3333333333,302881.3333333333,0.0,0.0,0.0,25439.333333333332,335064.6666666667,67899.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.924_452.0816,452.0816,0.924,705680.3333333334,184471.33333333334,325316.3333333333,0.0,0.0,0.0,189663.33333333334,392048.0,382830.0,0.0,0.0,0.0,805168.6666666666,288607.6666666667,541354.6666666666,0.0,0.0,0.0,30950.0,5902.333333333333,0.0,0.0,0.0,0.0,488463.3333333333,497841.3333333333,726642.3333333334,0.0,0.0,0.0,44977.333333333336,0.0,13727.333333333334,0.0,11777.0,7530.333333333333
0.925_1351.40295,1351.40295,0.925,0.0,0.0,0.0,1843786.3333333333,1330468.6666666667,1399806.6666666667,371270.6666666667,0.0,0.0,1826766.6666666667,2044973.6666666667,1430518.3333333333,0.0,0.0,0.0,1110615.3333333333,1561924.0,1395437.0,0.0,0.0,0.0,542478.3333333334,1584885.0,726982.3333333334,0.0,0.0,0.0,8091.333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12517.666666666666
0.926_244.12914,244.12914,0.926,1395326.6666666667,1089554.6666666667,792916.3333333334,179860.66666666666,202116.33333333334,261238.33333333334,20183.333333333332,182094.0,178182.66666666666,146766.66666666666,231541.66666666666,196304.66666666666,2329249.6666666665,1996703.3333333333,1964763.3333333333,284097.0,337192.0,260931.33333333334,659103.0,581332.3333333334,436593.6666666667,294776.0,205581.0,218536.66666666666,634400.3333333334,1045643.6666666666,2030515.0,268340.6666666667,170436.66666666666,293752.0,582096.3333333334,539753.6666666666,447971.3333333333,175596.33333333334,224379.33333333334,163117.66666666666
0.927_318.12982,318.12982,0.927,196630.0,167966.0,110365.66666666667,182995.66666666666,174694.33333333334,263165.0,15981.0,28251.0,25847.333333333332,145473.0,262680.3333333333,204216.0,330097.0,287005.6666666667,283862.3333333333,208274.0,248225.33333333334,175264.66666666666,84303.0,88150.33333333333,55153.333333333336,234519.33333333334,134720.33333333334,189471.33333333334,30826.666666666668,53493.666666666664,113572.33333333333,38028.0,21364.333333333332,81460.0,46659.333333333336,48963.333333333336,40841.333333333336,29802.333333333332,60373.666666666664,36975.666666666664
0.928_188.03537,188.03537,0.928,144040.0,181584.66666666666,146038.33333333334,3222.3333333333335,5952.0,0.0,3806.6666666666665,0.0,0.0,0.0,0.0,0.0,332483.6666666667,316037.6666666667,362082.6666666667,0.0,0.0,3506.6666666666665,2521.0,0.0,0.0,0.0,0.0,0.0,150759.0,234534.0,417611.0,112886.33333333333,98999.0,102496.66666666667,0.0,0.0,2653.3333333333335,79858.66666666667,111384.66666666667,61390.666666666664
0.928_272.13538,272.13538,0.928,2956514.3333333335,2577831.0,1962295.6666666667,396291.6666666667,445470.3333333333,498046.0,97712.0,221005.33333333334,190216.0,345886.0,661174.6666666666,566122.0,6246944.666666667,5384512.0,5462253.0,522746.6666666667,634218.3333333334,451282.6666666667,453389.3333333333,419459.3333333333,367727.6666666667,639236.3333333334,380652.6666666667,560555.3333333334,1641858.0,2997775.0,6388113.333333333,457441.3333333333,314722.3333333333,577003.3333333334,394629.0,362809.0,291940.3333333333,465227.3333333333,573186.0,349122.3333333333
0.929_317.2182,317.2182,0.929,155016.66666666666,111654.0,69583.33333333333,0.0,0.0,0.0,4965.0,32024.666666666668,21976.0,0.0,0.0,0.0,436556.6666666667,371369.3333333333,348745.0,0.0,0.0,0.0,63472.0,44920.666666666664,38763.0,0.0,0.0,0.0,115207.0,203435.0,483373.6666666667,96867.33333333333,113676.66666666667,311318.6666666667,85081.0,128600.0,91901.33333333333,136795.0,257412.33333333334,108427.66666666667
0.929_453.24283,453.24283,0.929,0.0,0.0,0.0,110485.0,101051.66666666667,127070.66666666667,0.0,0.0,0.0,75682.33333333333,136800.33333333334,117690.33333333333,0.0,0.0,0.0,54023.0,72030.33333333333,50557.0,0.0,0.0,0.0,107929.0,60952.666666666664,104010.0,0.0,0.0,0.0,12020.666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4899.666666666667
0.92_1027.29517,1027.29517,0.92,0.0,0.0,0.0,260265.0,148435.33333333334,206631.0,4830.333333333333,0.0,0.0,198664.33333333334,254978.33333333334,218028.0,0.0,0.0,0.0,92257.66666666667,148883.33333333334,125660.0,0.0,0.0,0.0,65626.66666666667,92520.0,31565.333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.92_187.62357,187.62357,0.92,2660721.6666666665,2036411.0,1571387.0,6595332.666666667,7765328.0,9044797.0,20626494.333333332,703024.6666666666,685386.0,6532827.333333333,10738146.0,10261340.666666666,4057966.0,3255866.0,3413652.0,8677725.666666666,9482372.333333334,8317106.666666667,1103476.3333333333,1046051.0,948531.6666666666,14004193.0,8790773.0,11596212.666666666,1220569.0,2160745.0,3555626.6666666665,28371373.333333332,24374046.333333332,33494389.0,841209.0,881568.0,851348.6666666666,44274197.0,46260575.0,41727185.666666664
0.92_270.53824,270.53824,0.92,50344.0,44116.0,36804.333333333336,585853.3333333334,633281.6666666666,677568.6666666666,933655.0,0.0,0.0,563396.0,721186.0,601615.3333333334,37465.0,48704.333333333336,64884.0,646322.3333333334,669646.0,558643.6666666666,0.0,0.0,0.0,659322.3333333334,626300.0,702321.6666666666,22829.333333333332,37338.333333333336,17125.0,488571.3333333333,412340.6666666667,331426.0,0.0,0.0,0.0,229758.33333333334,290169.3333333333,352840.3333333333
0.92_283.57001,283.57001,0.92,0.0,0.0,0.0,518234.0,524941.0,598821.3333333334,822615.6666666666,0.0,0.0,592387.3333333334,567980.3333333334,528285.6666666666,0.0,0.0,0.0,404317.0,427061.6666666667,394380.3333333333,0.0,0.0,0.0,553708.3333333334,639417.3333333334,685648.6666666666,0.0,0.0,0.0,608465.3333333334,535742.6666666666,480354.0,0.0,0.0,0.0,448329.3333333333,525922.6666666666,614168.6666666666
0.92_524.05884,524.05884,0.92,0.0,0.0,0.0,513315.3333333333,508421.3333333333,584254.6666666666,210522.33333333334,616712.3333333334,542300.6666666666,604634.6666666666,735017.6666666666,617521.0,2533.6666666666665,0.0,0.0,411319.6666666667,432488.6666666667,379349.3333333333,124950.0,120997.66666666667,104904.0,529458.3333333334,561019.0,625260.6666666666,0.0,0.0,0.0,188332.0,115181.0,171819.33333333334,86843.33333333333,97908.66666666667,113967.33333333333,131190.66666666666,170153.0,130486.66666666667
0.92_553.1745,553.1745,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3552.0,5987.333333333333,19623.333333333332,109413.0,96881.66666666667,90353.33333333333,0.0,0.0,0.0,0.0,0.0,0.0,15735.666666666666,0.0,0.0,255010.33333333334,245411.66666666666,373650.0,0.0,0.0,0.0
0.92_664.11676,664.11676,0.92,0.0,0.0,0.0,485417.6666666667,642238.3333333334,719002.3333333334,466989.0,7396745.333333333,6632761.0,681830.6666666666,1029000.0,623071.6666666666,0.0,0.0,0.0,1002655.0,1777622.3333333333,1444038.3333333333,1483654.3333333333,1465371.6666666667,1312090.6666666667,1965253.6666666667,1581818.3333333333,1735394.0,0.0,0.0,0.0,913300.0,446898.0,873448.3333333334,1187868.3333333333,1226131.6666666667,1531484.0,644084.6666666666,815348.0,607690.3333333334
0.92_686.09875,686.09875,0.92,5090.666666666667,2836.3333333333335,2314.6666666666665,242693.33333333334,205794.33333333334,187920.0,61888.333333333336,623628.3333333334,597075.0,311044.3333333333,289963.6666666667,181026.0,0.0,3555.6666666666665,0.0,228156.0,307219.0,298552.6666666667,136880.0,123309.0,109943.33333333333,231650.33333333334,304374.0,226797.66666666666,0.0,0.0,0.0,82106.0,22173.0,83922.66666666667,121436.0,132947.0,148995.0,57171.333333333336,78938.66666666667,36877.333333333336
0.92_719.01709,719.01709,0.92,0.0,0.0,0.0,124283.33333333333,129283.0,122185.33333333333,0.0,0.0,0.0,148767.33333333334,161110.33333333334,160279.0,0.0,0.0,0.0,58174.666666666664,33670.333333333336,63009.0,0.0,0.0,0.0,87991.33333333333,89954.66666666667,91711.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.931_329.01477,329.01477,0.931,311743.3333333333,359569.3333333333,324034.0,87050.66666666667,97568.0,129558.0,9516.666666666666,104772.33333333333,76524.0,71044.0,96096.0,76081.33333333333,729447.0,674248.6666666666,723282.0,220031.33333333334,214922.33333333334,189010.66666666666,200606.0,199360.66666666666,143822.0,93858.66666666667,53989.0,82743.0,235622.0,393900.3333333333,730467.3333333334,141823.33333333334,94159.0,133306.0,186737.66666666666,224908.0,149183.33333333334,122493.0,224738.33333333334,134601.66666666666
0.931_348.0704,348.0704,0.931,23374109.666666668,10312860.666666666,9844870.0,9840012.666666666,7396180.666666667,7747478.333333333,13639398.666666666,15004381.0,14148481.333333334,7123960.0,8283173.333333333,7835634.0,30495778.666666668,15435627.666666666,24593979.666666668,12263074.666666666,9508800.0,7478485.666666667,14030220.0,13825715.0,11507266.666666666,14911177.333333334,13141733.333333334,12746047.666666666,11320152.666666666,14127009.0,24090543.333333332,4714109.333333333,4648637.0,7832718.0,11536897.666666666,8332479.333333333,10760858.0,11957627.333333334,15876374.333333334,14783297.333333334
0.931_370.05212,370.05212,0.931,1349039.0,674890.0,757350.6666666666,648524.3333333334,495834.0,504768.3333333333,1060887.3333333333,1238083.6666666667,1208270.3333333333,478942.6666666667,493874.0,499236.3333333333,2414085.6666666665,1306590.3333333333,2113970.3333333335,926258.3333333334,710592.3333333334,595700.0,1295137.0,1294208.6666666667,1061288.0,1094126.6666666667,913853.3333333334,957673.0,1212934.0,1604015.6666666667,2803080.6666666665,438951.0,429603.3333333333,786327.0,1287619.3333333333,961624.6666666666,1188247.3333333333,1263012.0,1742084.6666666667,1538115.6666666667
0.931_655.26648,655.26648,0.931,0.0,0.0,0.0,0.0,0.0,0.0,6551.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,749422.3333333334,686700.6666666666,787510.0,0.0,0.0,0.0,502918.0,725739.3333333334,663878.0
0.932_211.11906,211.11906,0.932,136098.0,152211.33333333334,116459.33333333333,58841.666666666664,71450.0,71385.33333333333,38100.666666666664,23224.666666666668,10476.0,55953.0,92732.66666666667,92706.66666666667,298250.0,299093.6666666667,263514.3333333333,64282.333333333336,48962.333333333336,55035.0,25843.333333333332,12516.0,9927.666666666666,177860.66666666666,96750.33333333333,130674.66666666667,105304.66666666667,169750.66666666666,267311.3333333333,108111.66666666667,88305.66666666667,157101.33333333334,26010.333333333332,57724.666666666664,28671.0,148277.33333333334,193867.33333333334,117223.0
0.932_307.03235,307.03235,0.932,2155833.3333333335,1851080.0,1622972.0,0.0,0.0,0.0,179849.0,649144.0,564348.3333333334,4979.0,0.0,0.0,2200516.6666666665,2019201.3333333333,2099152.3333333335,0.0,0.0,4456.666666666667,732762.6666666666,609719.6666666666,548603.3333333334,16714.666666666668,2936.3333333333335,3673.3333333333335,922548.6666666666,1194425.0,1673591.0,84690.0,273604.6666666667,224699.0,562922.6666666666,561516.3333333334,527460.6666666666,367598.6666666667,580056.6666666666,540321.0
0.932_339.12759,339.12759,0.932,0.0,0.0,0.0,721320.6666666666,1096376.0,891019.0,2110420.3333333335,0.0,0.0,1226655.3333333333,1135472.6666666667,1950604.3333333333,4317.0,0.0,0.0,1232589.6666666667,1501941.0,1120580.6666666667,0.0,0.0,0.0,1344644.0,1461622.0,1659858.0,0.0,0.0,0.0,25443611.666666668,23535332.666666668,26283125.666666668,0.0,0.0,0.0,21138011.666666668,25105878.333333332,22037108.0
0.933_290.12283,290.12283,0.933,1088719.6666666667,574717.3333333334,324127.3333333333,350411.6666666667,410034.3333333333,528836.0,467946.0,60729.0,48124.666666666664,364668.0,546032.3333333334,546801.6666666666,2240693.3333333335,1893140.3333333333,1755078.6666666667,490058.6666666667,542365.6666666666,437913.0,457256.3333333333,462229.6666666667,262408.0,540587.0,425577.3333333333,428307.0,792777.3333333334,1091046.0,2185964.3333333335,1985583.0,1398812.0,1707023.3333333333,267823.0,248200.66666666666,321230.3333333333,1001422.6666666666,1380943.6666666667,1194866.0
0.934_258.10852,258.10852,0.934,204572.0,178926.0,133507.0,104651.33333333333,133222.66666666666,140361.0,121641.0,63183.333333333336,62646.666666666664,139254.66666666666,154140.66666666666,157117.66666666666,285832.0,306072.6666666667,264657.6666666667,112616.33333333333,85870.0,84035.66666666667,166767.33333333334,166043.0,140276.0,93559.66666666667,124034.66666666667,109383.66666666667,88768.0,119871.0,224620.33333333334,524888.0,466206.6666666667,523787.0,135073.33333333334,142979.0,120288.0,389579.3333333333,459795.0,486146.6666666667
